date,rating,review,product
2013-08,5.0,"This review is for both the shampoo and conditioner because I use them together. I am always willing to try new products once I run out of whatever I've been using.... so when I looked up reviews for Organix and saw that this particular line got good reviews, I decided to give it a go. I'm so glad I did!!! It's unlike anything else I've tried in that the shampoo lathers very well for a sulfate/paraben free product (at least compared to others I've tried) and the conditioner really feels more like a creamy oil. It smells yummy and left my hair feeling very pampered, silky, and shiny. Even though it doesn't leave my hair feeling weighed down, I will still use a clarifying shampoo/cond once a week to keep it from getting any build-up. ",Macadamia Oil Conditioner
2013-08,5.0,"I am an employee at Walgreens, so when I saw that Organix line was on sale BOGOF, I decided to give it a go. Last time I used Organix, I received the 'Cherry Blossom Ginseng' shampoo and conditioner as a gift. It was absolutely horrible! I have very color treated, wavy/curly medium-thickness hair. Every time I use cream conditioners they tend to be way to heavy on my hair and leave the roots greasy. My hair will feel like it hasn't been cleaned for weeks! But after watching many beauty gurus on YouTube, anything with macadamia oil seemed to be considered God sent, so I immediately decided to choose the macadamia shampoo and conditioner from the Organix line. Best decision I've made in a while! I noticed the difference immediately just by the texture of the conditiner in my hand. It has a very slick feel to it, you can definitely feel the oil in it. I put a rather large helping of this conditioner in my hair in the shower and left it on for about five minutes. When I washed it out I could feel the oil slicked in my wet hair and it got me worried! But when my hair dried it was so shiny and soft! The oil is so light that it gives your hair a shiny finish. It's not heavy at all, so it didn't weigh down my hair and make it feel greasy. It gave my hair a nice coat of polish. That's how I look at it! I absolutely love it! I've been using it everyday for about 6 months now an it's my new favorite! I never have an issue with buildup, or any irritation with the scalp. I would definitely recommend this conditioner and will be purchasing again! ",Macadamia Oil Conditioner
2013-08,4.0,"I loved how soft and silky this made me hair feel!!  After being very disappointed by the Moroccan Argan Oil Shampoo and Conditioner, I told myself not to buy any Organix shampoo/conditioners.  But this one is absolutely fantastic.  It does not have a very strong scent, but the scent is nice.  I am not a fan of the packaging because of the size of the bottle, but the product inside makes up for it.  I like using this with the Clear Voluminzing Root Boost shampoo, although using it with the Organix Macadamia Shampoo works well too.",Macadamia Oil Conditioner
2013-08,5.0,"This product (along with the matching shampoo) made my hair so pretty! I have normal, wavy dyed hair..maybe a little on the drier side because of styling tools. I used it in combination with the keratin oil (anti breakage) and flat iron mist, also from Organix and was really surprised on how glossy and manageable it left my hair without weighing it down. It might not work for everyone, but I do love it!",Macadamia Oil Conditioner
2012-08,5.0,"This is very, very good. Smoothing, hydrating, softening. The scent is just like the oil and shampoo and I would definitely recommend it. Love the macadamia line.",Macadamia Oil Conditioner
2012-08,5.0,"I love this conditioner! It's a pity it's so expensive in Australia (more than 2x the price in the US!). It smells fantastic, leaves my thin fine hair smooth, manageable and shiny and smelling lovely - not at all like the cloying scents of most conditioners. Plus some really good ingredients! I also love the look of the bottle, though a tube would probably have been easier to get all the product out. Also I like packaging that allows me to see how much product is left...Even so, if this is on sale I will definitely repurchase

EDIT: Yay found this on sale and rebought it :) It really is good!",Macadamia Oil Conditioner
2012-08,4.0,"I have the argan one from Organix and I wanted to try this one because I heard good things about it as well. 

Overall I like this better as an in-shower conditioner but I like to put a little in through my hair after I get out, and this can't be used like that. (argan can)

I love love love the smell of this and how soft it makes my hair in the shower. I think Ill be using this as my conditioner and the argan version as a blowout cream. ;)
 
-1 lippie because I can't use this product for both purposes ",Macadamia Oil Conditioner
2012-08,5.0,I love this conditioner It makes my hair SUPER soft. I use this along with the intensive moisture mask. Its a life saver for my somewhat dry hair. Try this PLEASE. You wont be disappoited ,Macadamia Oil Conditioner
2012-08,4.0,"My BF bought this S&amp;C set to use when I stay there.  I asked for the awauphi ginger one I'd been hears so much about but it was OOS.  I just finished the conditioner and I'm impressed.  The shampoo was gentle and didn't dry out my dry, curly, color treated hair.  It really feels like it needs conditioning after using the shampoo, but this replenishes it well.  Its not super thick do was skeptical, but as long as I use my leave in conditioner before styling its all good.  My fair feels so soft and light but still manageable. My only gripe, I tend to get build up after a few uses and need to clarify, not sure if its the oils or if its because the shampoo is so gentle that it doesn't remove all my styling products, but that's not a big deal.  I would repurchase.  Still kinda think its expensive....but not gonna kill your wallet. ",Macadamia Oil Conditioner
2012-08,5.0,"Nothing short of Amazing. I purchased the entire set and I can say that the conditioner beats Redkin 5th Ave. Avocado treatment conditioner and Frederick Fekkai's Glossing cream with the Shea butter. &lt;- Yes!.

My Hair type ~ Highly dry hair from living in the desert. 
Results - Silky shiny Hair that comes out super soft. I'm able to run my fingers through it and It's amazingly shiny. 

In Conclusion ~ I'm impressed. I found the ingredients to be highly eye catching so I had to jump at the chance to give this a try. It's wonderful for dry and or damaged hair. My results are as stunning as walking out of one of my most favorite Salon trips. It's  must have. I will be trying the other choices on the shelf. I will note that I did use the shampoo with the conditioner.  

Economy ~ Although it comes in a 13 OZ Bottle A Little go's a very long way. Even so It's worth every dime. 1 bottle can range from 7.99 to 9.50 us price. Once in Awhile you can catch a deal such as purchasing 1 bottle getting another Free &lt;- at any local Walgreens. The Bottle itself is Eco Friendly to add to that the results are fabulous. For me it's worth every cent plus some. Considering I was back and forth to other Salon hair products that cost twice as much. I consider it a fabulous deal. For Animal lovers like myself,  NOT Tested on Animals.

Some Ingredients ~ Aloe Leaf Extract, Coconut Oil, Macadamia Seed Oil, Keratin, Bamboo Extract, Cocoa Seed Butter and  Avocado Oil",Macadamia Oil Conditioner
2012-08,2.0,"This condioner is such a great find! It makes my hair really shiny, and soft. I use it after the matching shampoo and it doesn't seem all that moisturizing at first, and doesn't give much slip. You have to leave it on for 3-5 minutes like the bottle says. After that time it made my hair like silk! Some conditioners leave your hair feeling super soft and moisturized, others leave your hair strong, smooth, and shiny. This is the latter, and it adds just enough weight to keep my slightly wavy hair from frizzing. It smells like candy and the price is good too! I will definitely keep this in my rotation, love this stuff!
UPDATE: this ended up really drying my hair out. I think it's all the silicones :/",Macadamia Oil Conditioner
2012-08,4.0,"I have color treated and bleached curly/wavy hair. I use my straightener way too often. Needless to say, my hair is damaged. I bought this last week and left it in for 20 minutes. I did not notice a huge difference. I used it last night as a leave-in a washed it out this morning. My hair feels soft and most importantly, moisturized. It feels a bit greasy but I prefer that over dry hair. It may be because I did not wash all of it out? Either way, this stuff seems to do a good job. ",Macadamia Oil Conditioner
2012-08,5.0,"I have fine hair (and lots of it) that damages easily. It's hard to find conditioner and shampoo that softens, protects and doesn't cause build-up. My favorite shampoo used to be Redken All Soft, but after I ran out I wanted to try something sulfate-free after reading how bad it is. Organix and L'Oreal were brands recommended and easily accessible (Walmart, Target), especially for a busy mom. After my first few uses, I LOVE it and my hair is soft and shiny and my split ends aren't as noticeable. Must be something with the oils. I'll report back in a few weeks if anything changes. ",Macadamia Oil Conditioner
2012-08,1.0,This dried my hair out terribly. I used both the shampoo &amp; conditioner and my hair was extremely dry afterwards. I used it for 2 weeks &amp; after switching back to my Suave naturals the problem went away immediately. It costs way too much for what it is &amp; there is not that much in there.,Macadamia Oil Conditioner
2012-08,5.0,"I normally really do not like to condition my hair with regular drugstore conditioners, because I feel as though they don't really do anything for my hair. I usually use a hair mask or coconut oil for my curls. This conditioner, on the other hand, is great. I washed my hair with the matching shampoo, then I put the conditioner in my hair for about 10 minutes. It smells great, but it made my curls very soft and manageable. I was able to comb out my hair without too much effort or breakage. I'm very pleased with this line from Organix. ",Macadamia Oil Conditioner
2012-08,5.0,"Picked this up today and just used it, have to say I'm pleasantly surprised! I bought the matching shampoo and the Macadamia Dry Styling Oil. I used all three and just let my hair air dry. Usually I'm still pretty frizzy when I air dry even, especially since my Coppola Express is fading but my hair actually looks soft and shiny. Didn't weigh my hair down like most other oil shampoo/conditioners (like Morroccan Oil.)
",Macadamia Oil Conditioner
2012-08,5.0,"Fantastic conditioner. I use it in conjunction with the shampoo and occasionally the dry oil from the same collection and they are all great. It smells really good, leaves my hair soft, shiny and very 'cooperative'. Highly recommended.",Macadamia Oil Conditioner
2012-08,5.0,"Wow this is amazing! I also use the shampoo. My hair has never been so soft and shiny! In all honesty my hair has never been shiny! The conditioner is creamy and amazing! The smell is fabulous too! It lingers in you hair as well. If I could give it 6 lippies, I would! ",Macadamia Oil Conditioner
2012-08,5.0,"=""__ReviewTextReadMoreV2__"" data-enableyoutubepreview=""true"" data-productid=""151977"" data-reviewid=""2295533"" data-text='This is a FABULOUS conditioner - my hair is silky smooth, soft, no frizz.... the smell is also really nice.... GREAT for color treated hair - would highly recommend this product - HOWEVER the only draw back I have is that the bottle is a wee bit hard to handle in the shower with the ""flip lid""!  if they could only recreate the bottle to have a better way - my lid is already broken away from the bottle....

Otherwise GREAT conditioner - '>This is a FABULOUS conditioner - my hair is silky smooth, soft, no frizz.... the smell is also really nice.... GREAT for color treated hair - would highly recommend this product - HOWEVER the only...</div",Macadamia Oil Conditioner
2012-08,5.0,"This is a great conditioner for my colored hair (which feels coarse after shampooing). This conditioner really makes my hair soft and shiny, and also seemed to give it extra body even though I put a lot of conditioner on. My hair is very fine and gets greasy very quickly. But despite really layering on this conditioner, it doesn't weigh my hair down at all. The benefits of this also seem to last when I don't use it also. I last used this two days ago and although I have shampooed my hair since then, my hair is still looking very healthy and shiny. Very happy with this product and would buy again.",Macadamia Oil Conditioner
2020-08,3.0,"I tend to find OGX's shampoos and conditioners are either a hit or a miss for me. This one seems to sit somewhere in the middle. It does a decent enough job at cleaning my hair without leaving it lank or frizzy. It smells gorgeous and it doesn't weigh my hair down at all. But there are a couple of issues: firstly I struggle to get the shampoo out once past the halfway mark. Really wish it came with a pump dispenser rather than a flip-top lid. Secondly, I find that over time it doesn't clean or remove build-up well enough, which is when I notice the return of the itchy scalp and dandruff problem. The only way I could keep using this is by alternating every few days with a clarifying shampoo or by adding a small amount of organic ACV to it in the palm of my hand, before applying to hair/scalp. Not bad but I'm unlikely to re-purchase. 

Selena x

 
~ My ‘TOP 10 HG’ list ~

(As I've tried 100’s of skin, hair and M/U products over the last decade and a half, I thought it might be useful to share my top 10 must-have products, subject to change if and when I come across something more effective) 

1. Hair Loss Treatment: ‘Divine Herbal’ - Hair Oil 
2. Lip Balm: 'Nuxe' - Reve De Miel Lip Balm 
3. Pigmentation + Anti-Aging Serum: ‘Divine Herbal’ - Facial Treatment Serum
4. Cleanser: 'Paula's Choice' - Skin Balancing Cleanser
5. Concealer: ‘Mac’ - Studio Finish Concealer
6. Lash Growth Serum: ‘Divine Herbal’ - Divinelash
7. Foundation/SPF: ‘Juice Beauty’ - Stem Cellular Repair (warm glow)
8. Face Scrub: ‘Sisley' - Botanical Gentle Buffing Cream
9. Moisturizer: ‘Lush' - Enzymion
10. Hand Cream: 'Origins' - Make A Difference ",Hydrating Macadamia Oil Shampoo
2018-08,5.0,"Most OGX shampoos are very drying and their conditioners not moisturising enough. This particular one is one of the exceptions, the shampoo feels moisturising and doesn't strip my hair the way the other ones do. I feel like it's infused with more moisturising factors, and it feels like it's a milder + gentler formula on both the hair and the scalp. After finishing the bottles, I found that generally my hair was healthier to look at and not as frizzy. It looked shinier/silkier, there was definitely some improvement. This is one of the few OGX shampoo/conditioner combos that I would buy again.",Hydrating Macadamia Oil Shampoo
2016-08,2.0,"Been seeing this in the shops for a while but the price put me off buying it. Our local supermarket had some reduced to clear so I grabbed some. 
I am pleased that I did not pay full price as it was not a good buy! Used shampoo and conditioner the other night and although the shampoo felt nice to use, one of the products left my hair feeling very dry. I do have dry, damaged fine hair and this made it worse. It also made my blonde a bit yellow, enough for me to notice immediately the change in colour. 
A real shame as I had high hopes going by the reviews.",Hydrating Macadamia Oil Shampoo
2015-08,3.0,"First of all, the scent is horrible. I swear it smells like insecticide to me. Nasty.

I must say though, this has been the most hydrating organix shampoo I have tried, the problem is that my hair gets oily very quickly with this shampoo!
",Hydrating Macadamia Oil Shampoo
2015-08,5.0,"I have used the matching conditioner for this for a long time but never really wanted to use the shampoo, I just thought it would be really thick and heavy and make my hair really oily, but I was so wrong! I wish I had tried it sooner. I am a bit on the fence with Organix shampoos, on the one hand they are one of the few brands that don't make my scalp itch or give me dandruff, in fact the Sea Mineral shampoo actually worked for me as a anti-dandruff shampoo so that's pretty good if you have dandruff but don't want to use the chemicals in the usual anti-dandruff shampoos, but there is sometimes something not quite right about them, too drying or doesn't feel like it cleans properly, builds up too much etc, but this shampoo turned out to be quite light and thin and spread through my hair easily and lathered well and it's left my hair shiny and moisturised without being oily and I still have volume in my hair so it's perfect actually, my hair is also a bit damaged at the ends from straightening it, and this had made a really big difference.  Whether it will build up over time I don't know, but still you just have to alternate with a different one to fix that, so yeah, if you have every considered buying it and you like the conditioner it's worth giving it a go!",Hydrating Macadamia Oil Shampoo
2015-08,2.0,This is not my favorite shampoo but I do like the smell of it. It smells something along the lines of brown sugar.  it's nothing to write home about. It is a creamy Shampoo so not much lather but it gets the job done. I wish the smell would linger in my hair. Will not repurchase,Hydrating Macadamia Oil Shampoo
2015-08,2.0,"It takes alot of the product to really lather in your hair  and I use this with the matching conditioner and my hair did not feel hydrated or soft at all, its more like the opposite.",Hydrating Macadamia Oil Shampoo
2015-08,4.0,"I decided to try this shampoo and conditioner because I read on a forum for people with curly hair, that this shampoo is good for controlling frizz and making curls look defined. I was skeptical at first, when I noticed that liquid silicone is one of the first ingredients, before macadamia oil, but it works really well. My hair is really shiny and my curls are well defined.
I put a dab of it back in my hair after I rinse it, so that it controls frizz better, and it works really well. It also helps make it more manageable. (if I rinse it out completely, I get knots in my hair).
It might seem expensive, but it's worth it. The bottles only look small because of the shape. One thing they could improve is the shape of the cap. It would be nice if I could stand it upside-down when it's almost empty, so I can get the last little bit out of the bottle easier.",Hydrating Macadamia Oil Shampoo
2014-08,3.0,"To be fair, Im only giving a lukewarm review &amp; not repurchasing bc my hair is color-treated w semiperm Sebastian Cellophane. This means I should only use the gentlest of non-sulfate shampoos. This not being one of them. 

If you've seen my recent reviews, you know Ive been careful by using dry shampoos. So I was horrified to see 3 weeks in using this shampoo, that my color was 75% stripped w gray shoots sticking out to embarrass me..

However if you do not have color, this is a nicely tropical scented shampoo that cleanses your hair well. Unfortch, I must move on to something gentler..",Hydrating Macadamia Oil Shampoo
2014-08,4.0,"I have been wanting to try this for a while.  It smells very good and does a good job of getting my hair and scalp clean without making my hair feel stripped despite the fact that it has a harsh sulfate in it, which is surprising since it claims to be sulfate free. It leaves my hair shiny with good definition. Suitable for those with fine to medium hair. It doesn't leave any residue and a bottle was about eight dollars. Wait for it to come on sale. ",Hydrating Macadamia Oil Shampoo
2014-08,5.0,"I think this beats out my HG shampoo Organix Brazilian Straight.  It's super creamy and without conditioner my hair already feels very soft and moisturized.  I haven't had that feeling with many shampoos.

It smells awesome and with the conditioner my hair is very soft and sleek.  I have very thick, wavy, coarse, and long hair.  I find many products do not do much for it.  Usually they feel like they've stripped my hair or have done nothing.  This is unique.",Hydrating Macadamia Oil Shampoo
2014-08,5.0,"I have long, fine, easy to frizz, straight Asian hair, while my scalp is on the oily side. I shampoo my hair daily, so I use a lot of shampoo, and I need something that will clean my scalp, but the same time it won't weight down my hair, and control the frizz.

I've been using Organix hair products since about a year ago, and I've tried many of them, I'm completely hooked, this is the only brand of hair products I'm using now besides few other products from Loreal. (Originally I choose Organix for the reason of sulfate-free, and Loreal eversleek for silicone-free).

All Organix shampoo I've tried are good, some of them, like the argan cream one is on the heavier side. My most favorite so far are the Macadamia oil shampoo, for its smell; and the Sea mineral shampoo, for its result, but it smells not so good in my opinion.

Macadamia oil shampoo smells just like ... fresh sugarcane and/or real watermelon juice ! I'm a Taiwanese, and both sugarcane and watermelon are very common fruits there. It's a scent hard to describe, not perfumy, not floral, not fruity, not nutty (although it's macadamia oil ...), not really grassy but a bit green, not sugary ... ok, I'm not being any helpful here.

This is the only shampoo I've used in my whole life that will bring a smile on me when I use it in shower everyday, for its smell. Result wise, it's as good as all other Organix shampoo I've tried, and they are all very good.",Hydrating Macadamia Oil Shampoo
2013-08,1.0,"I have thick coarse dry hair and growing out my natural hair color so it was starting to get healthy. However, it did need its moisture and shine so I decided to try this organix macadamia oil shampoo mess... 
Well, it did make my hair very soft and shiny-BUT also made it very FRIZZY with static!! I have never had static in my hair!! This also made my scalp very oily a day after shampoo.
Since I have dry hair and scalp it takes FOREVER for it to get oily-with this shampoo (no conditioner) my scalp was just gross oily the morning after... it was terrible... :/ 
Now I switched back to my usual shampoo (which has no moisture for my coarse hair) but my hair is still very very frizzy and with static!! 
PLEASE AVOID THIS! I live in humid East Texas and this did NOT help but made it worse! I have never experienced this with a shampoo....
If I could give it -1 lippie I would!",Hydrating Macadamia Oil Shampoo
2013-08,4.0,This product is good. I don't really think it is anything special though.  It smells great.  It leaves some tangles and isn't very moisturizing.  I would re purchase if it were on a good sale  but if not I will try something else.,Hydrating Macadamia Oil Shampoo
2013-08,5.0,"I absolutely love this shampoo! I saw that there were a lot of negative reviews, claiming that it dried out people's hair, so I was hesitant about buying it,  but  I'm glad I did because it works great for me.  This shampoo, in combination with the macadamia conditioner, has made my thick, frizzy, wavy hair soft and manageable.  I guess it all depends on hair type, so if your hair type is like mine I think you'll like it! ",Hydrating Macadamia Oil Shampoo
2013-08,5.0,"This shampoo is really good I have brown curly (color treated) hair, before using this my hair was dull, wavy almost straight, and really dry I haven't tried the conditioner I use the macadamia oil one. But the shampoo has improved my hair condition is curly again and shiny ",Hydrating Macadamia Oil Shampoo
2013-08,1.0,"This has got to be the worst shampoo I have ever tried.  Complete waste of 10 bucks.  I have long curly coarse hair and I thought it would moisturize my hair and it actually made my hair look worse and frizzier than ever.  I gave it to my sister who has fine hair and she does not like to use shampoos that are too moisturizing and she said the same thing, that it made her hair look like crap.  I would give this shampoo zero stars if I could. Do not waste your money.",Hydrating Macadamia Oil Shampoo
2013-08,1.0," A lot of these 'macadamia' products on the market are overpriced and full of rubbish. This dried my hair out to the point where I just took it back for a refund.

I buy soil association organic 100% pure macadamia but oil and it works wonders for my hair.

Right now I use Tresemme shampoo and conditioner which is the best I've come across besides Joicio but I'd love to find an organic, or at least more natural shampoo and conditioner to use. First off, I'm not convinced this shampoo is actually organic and secondly it dries hair out and the conditioner isn't much better. Has the same effect as the Â£1 brands.
Would not advise anyone to use this, would never buy it again.

",Hydrating Macadamia Oil Shampoo
2013-08,4.0,"I LOVE this shampoo. I tried it because it was on sale BOGO free at Rite Aid and it was a great decision. This shampoo makes my dry, coarse hair soft and moist. When I use this shampoo all I want to do is touch my hair after. I see a lot of people say that it dries their hair out, but maybe because mine is already on the drier side I don't get that effect. I would definitely purchase this again and recommend it to friends.",Hydrating Macadamia Oil Shampoo
2013-08,5.0,"I have used SO MANY shampoos for my hair but none of them satisfied me due to many reasons..This shampoo made my hair soft,healthy,lightweight and shiny !!! Plus it is cruelty-free and smells wonderful !",Hydrating Macadamia Oil Shampoo
2013-08,3.0,"I got this shampoo when my mom accidentally bought this instead of my usual macadamia oil rejuvenating shampoo. This shampoo is really hydrating, but it can make my hair a bit limp if i use too much. It's a standard shampoo, and it doesn't do anything spectacular like my other Macadamia oil shampoo.",Hydrating Macadamia Oil Shampoo
2013-08,2.0,"
I have short dry wavy color treated hair. This made my hair dry manageable , I gave  it a good month or two but it also  made it fall out more then most shampoos. The only good thing is it didn't irritate my eyes or dry my scalp . It wasn't worth the cost. ",Hydrating Macadamia Oil Shampoo
2012-08,5.0,"I absolutely LOVE this shampoo. I have very thick, long, curly hair. I have tried every shampoo and conditioner known to man, and NOTHING worked. I saw this at my local grocery store and figured I'd give it a shot, at this point I had nothing to lose. I fell in love after the first use. Most shampoos tangle my hair in the shower after I rinse it out, but after just using this shampoo my hair already felt nice and silky. I usually just use the conditioner right at my very ends and I'll tell you, I noticed a HUGE different in my hair. After I get out of the shower it is usually a bitch to try and brush my hair out, but there are very minimal to no knots in my hair now that I use this shampoo and conditioner. It is a tad bit on the pricey side for a non-salon shampoo/conditioner, about $8-$10, but it is TOTALLY worth it. I have repurchased it a BUNCH of times and now I swear by it! ",Hydrating Macadamia Oil Shampoo
2012-08,5.0,"Love this! Very good scent like the other macadamia products, lathers really well and rinses clean. Perfect! A little goes a long way too. Superb.",Hydrating Macadamia Oil Shampoo
2012-08,4.0,I LOVE this shampoo. I also have the matching conditioner. When my uncle came to visit he let me use his &amp; I loved it so much I went &amp; got my own. It smells really good &amp; makes my hair really soft &amp; manageable. ,Hydrating Macadamia Oil Shampoo
2012-08,1.0,"I HATE this product. I've been using this less than a week and the difference in the condition of my hair is egregious. My ends are dry and hard to manage, split end city. In the shower my hair is literally squeaky clean but is a tangled mess (a problem I never experienced with the other shampoos from this brand that I've tried.) My hair feels flat, and nowhere near &quot;ultra-moisturized.&quot; This one's going back to the store immediately.",Hydrating Macadamia Oil Shampoo
2012-08,1.0,"There is 3 different silicones in this shampoo?? That's ridiculous,  this dryed out my hair worse than any shampoo this is crap. Loreall evercreme nourishing shampoo is a way better choiceand is also sulfate free :) and silicone free",Hydrating Macadamia Oil Shampoo
2012-08,1.0,"I have very thick, curly hair and was looking for a more natural haircare product to bring moisture to my hair.  Bought both the conditioner and shampoo to try.  At first it worked well.  But by the 3rd try it dried my hair out badly.  

What is in this stuff???",Hydrating Macadamia Oil Shampoo
2012-08,5.0,"I have fine hair (and lots of it) that damages easily.  It's hard to find a shampoo softens, protects and doesn't cause build-up.  My favorite shampoo used to be Redken All Soft, but after I ran out I wanted to try something sulfate-free after reading how bad it is.  Organix and L'Oreal were brands recommended and easily accessible (Walmart, Target), especially for a busy mom.  After my first few uses, I LOVE it and my hair is soft and shiny and my split ends aren't as noticeable.  Must be something with the oils.  I'll report back in a few weeks if anything changes.  ",Hydrating Macadamia Oil Shampoo
2012-08,5.0,"LOVE this shampoo! Does not dry my hair. I actually find it to lather quite well for a sulfate free poo. This stuff is great and paired with the conditioner my hair is moisturized, shiny, and my curly hair looks GREAT:) Plus the price isn't that bad! Really amazing!",Hydrating Macadamia Oil Shampoo
2012-08,1.0,This dried my hair out terribly. I used both the shampoo &amp; conditioner and my hair was extremely dry afterwards. I used it for 2 weeks &amp; after switching back to my Suave naturals the problem went away immediately. It costs way too much for what it is &amp; there is not that much in there.,Hydrating Macadamia Oil Shampoo
2012-08,5.0,"I bought this shampoo based off of all the good recommendations it has received from this site, as well as others. I have extremely tight curls, 4c, that easily get dry and unmanageable. I have washed my hair with it two times, and each time, my hair has felt great!

It smells wonderful, it detangles my hair, it makes my curls bouncy, and it makes my hair very soft!! The consistency of the shampoo reminds me a of hair pudding, and I got a very good lather for how little product I used. I'm very pleased, and unless I find something way better, when this product is finished, I will buy another bottle. ",Hydrating Macadamia Oil Shampoo
2012-08,5.0,"Picked this up today and just used it, have to say I'm pleasantly surprised! I bought the matching conditioner and the Macadamia Dry Styling Oil. I used all three and just let my hair air dry. Usually I'm still pretty frizzy when I air dry even, especially since my Coppola Express is fading but my hair actually looks soft and shiny. Didn't weigh my hair down like most other oil shampoos (like Morroccan Oil). 

Water (Aqua), Sodium C 14 16 Olefin Sulfonate, Cocamidopropyl Betaine, Dimethicone, Sodium Cocoyl Isethionate, Cocamidopropyl Hydroxysultaine, Cocamide DEA, Glycol Distearate, Laureth 4, Laureth 23, Amodimethicone, Trideceth 12, Cetrimonium Chloride, PEG 23M, Polyquaternium 10, Macadamia Ternifolia (Nut) Seed Oil, Bambusa Vulgaris (Bamboo) Extract, Theobroma Cacao (Cocoa) Seed Butter, Cocos Nucifera (Coconut) Oil, Persea Gratissima (Avocado) Oil, Aloe Barbadensis (Aloe Vera) Leaf Extract, Panthenol, Fragrance, DMDM Hydantoin, Sodium Chloride, Citric Acid, FD&amp;C Red 5, FD&amp;C Yellow 5, FD&amp;C Red 40, FD&amp;C Blue 1",Hydrating Macadamia Oil Shampoo
2020-08,2.0,"Placebo effect at best. Doesn’t make scalp or hair oily but also doesn’t really curtail itch or irritation either. The scent is strong, unpleasant and does not fade quickly. So, $8 for little to no scalp relief just to smell like a minty old hippie.",Extra Strength Refreshing Scalp Tea Tree + Mint Scalp Treatment
2020-08,5.0,"This oil treatment is now my new favorite product! I purchased this product to change the texture of my dry, frizzy, chemically treated hair. It can be used on damp or dry hair and I have done both. The first time, I used it on damp, towel-tried hair and I noticed my hair air dryed to a much smoother finish. My hair immediately felt softer, was easier to detangle, and the silky smooth feeling lasts all day. I've also noticed that I can run my fingers through my hair with no tangles into the next day!
When I've used this oil treatment on dry hair, it is never greasy and a little bit can even be applied to your roots to tame fly aways. It adds shine and is infused with nutrients like biotin, Vitamin B7, collagen, and hydrolyzed wheat protein to strengthen hair. This product has improved the texture of my hair and is one of my daily essentials.",Thick and Full Biotiin + Collagen Weightless Healing Oil Treatment
2020-08,3.0,"Ok so the ultimate humidity test is if it can maintain curling iron waves in stick straight hair in humidity. Answer is no. But it can maintain flat iron curls in light to moderate humidity.  Won't buy it again,   but it'll maintain straight hair in a humid environment.  I was looking for a cheaper alternate to mlms and living proof.  Both of which are awesome products. ",Shea Sleek Humidity Blocking Hairspray
2019-08,4.0,"I don't like hairspray. I don't like hairstyling products much period. Since my 30's I decided I couldn't really rely on youth for beauty anymore, and Becky Birdnest needed to get a hair style.  

I don't live in a very humid place, but a very temperamental one. If you don't like the weather in Texas, wait a minute. It is always unimaginably windy here, and can go from glaring sunshine to pouring rain and over 100 degrees again in minuets, so your hair style better be durable. This is why I decided on this product. I regularly use OGX shampoo and conditioner, and it has completely changed my life. This hairspray is in that category. It made my frizzy, thin, wavy, unruly hair behave beautifully!

It says it is a medium hold, that is true. It is also build-able. I would say it has a pretty stiff hold.   It says that it smooths frizzy hair and gives shine. This is also correct. It says it is long lasting. Maybe a little too much. 

I use the OGX shampoo, which is sulphate free. For clarifying, I use the Bamboo Volumizing one, since it cleans pretty deep. One wash couldn't completely remove the residue. I don't want to have to go back to sulphate shampoo or strip my hair to use this product, but with the style I wore, I might of applied too heavily. Next time I will be lighter handed.  It did not damage my hair, it did not dry it out. It held up in the wind tunnel like wind of spring and the sweat of the heat. I don't like the hairspray smell it has,  but my YSL hair mist did a good job of keeping under control. 

For $8 in a huge can, I won't be purchasing anything else. This is a great spray for the price and performance. ",Shea Sleek Humidity Blocking Hairspray
2017-08,5.0,"I think Ulta currently carries this. I have not seen anywhere else. 
I usually buy the AG frizz humidity blocker hair spray, but the price for the Ogx is $8.99 and sometimes they are on sale. So not too bad. Has a really nice perfume fragrance that fades away. 
This for me is a huge dupe for the AG frizz hair spray. I live in the Texas gulf coast region with high humidity and this really does its job! I recommend this!  ",Shea Sleek Humidity Blocking Hairspray
2020-08,4.0,"When I saw this product at the drugstore with the combination of coffee and coconut scent, I just had to try it. Unfortunately when I use it I can't smell any coffee, although it does contain Arabica coffee seed extract. The initial smell is a very sweet coconut but as the day wears on I find it smells more vanilla-caramel. The scent does linger for hours and some people may find it too sweet for their liking. So this aspect is disappointing. Scent aside, this lotion is thick and very moisturizing and you get a very large container for a reasonable price. ",Smoothing + Coconut Coffee Body Cream
2020-08,2.0,"I was so happy to finally find a scalp treatment that didn’t smell like tea tree or mint. It won’t replace legit dandruff products and the effect is mild, but it still helps somewhat. I have a dry, itchy scalp and spraying this on it per the directions helps to make it feel a bit less itchy and alleviates to a small extent the dryness/flaking. I do have to wash my hair daily when using this, especially in warm and/or humid weather. It can make my part look greasy and feels just kind of sticky on my scalp. The scent is a very subtle fruity one and the product is easy to brush through, and doesn’t make hair the rest of my hair look greasy.

Update: The “soothing” effect after using for about two weeks become less noticeable. I would still feel itchy around the edges of my hairline, and my part would look waxy day of, oily by the next morning. Discontinued use.",Detoxifying + Pomegranate & Ginger Scalp Toner
